accept	004444	a.i	"$c=2,\\ b=2$"	"$b=2,\\ c=2$"	true
accept	037c66	b.i	"$T_n=1.6+0.2(n-1)$"	"$T_n=0.2n+1.4$"	true
accept	037c80	c.i	"no"	"No"	true
accept	037c80	c.iii	"$2 \\le x \\le 6$"	"$2\\le x\\le6$"	true
accept	037d47	d.decision	"is accepted"	"qualifies"	false
accept	037d47	d.decision	"will be accepted"	"qualifies"	false
accept	037d69	a.i	"$1.25,\\ 1.75,\\ 2.25,\\ 2.75$"	"$\\frac{5}{4},\\ 1.75,\\ \\frac{9}{4},\\ 2.75$"	true
accept	037d69	b.i	"$1.25+0.5(n-1)$"	"$0.5n+0.75$"	true
accept	037d69	b.i	"$\\frac{1}{2}n+\\frac{3}{4}$"	"$0.5n+0.75$"	true
accept	037d69	d.i	"16th"	"16th departure"	true
accept	037d69	d.i	"departure 16"	"16th departure"	false
accept	037d69	d.ii	"14:45"	"2:45 p.m."	false
accept	037d69	d.ii	"2.45 p.m."	"2:45 p.m."	false
accept	037d71	b.ii	"$[0,9]$"	"$0 \\le f(x) \\le 9$"	false
accept	037d71	c.i	"$f^{-1}(x)=2+\\sqrt{x},\\ 0 \\le x \\le 9$"	"$f^{-1}: x \\to 2+\\sqrt{x},\\ 0 \\le x \\le 9$"	true
accept	037d9d	d.i	"no"	"No"	true
accept	037da5	b.i	"$(7\\pi+54)\\text{ m}$"	"$(54+7\\pi)\\text{ m}$"	true
accept	037dcf	c.ii	"yes"	"Yes"	true
accept	037df1	d.modal_drink	"mango juice"	"Mango juice"	true
accept	037e09	c.i	"1, 2, 3, 4, 6 and 12"	"1, 2, 3, 4, 6, 12"	true
accept	037e40	b.i	"$x=h$"	"$h=x$"	true
accept	037e40	b.ii	"$\\sqrt{3}h=x+12$"	"$x+12=\\sqrt{3}h$"	true
accept	037e40	c.i	"$6(1+\\sqrt{3})$"	"$6+6\\sqrt{3}$"	true
accept	037e40	c.i	"$6(\\sqrt{3}+1)$"	"$6+6\\sqrt{3}$"	true
accept	037e50	c.i	"3 stools"	"3"	true
accept	037e5d	b.i	"$d=h$"	"$h=d$"	true
accept	037e5d	c.i	"$\\frac{20}{\\sqrt{3}-1}$"	"$10(\\sqrt{3}+1)$"	true
accept	037e5d	d.ii	"right-angled isosceles triangle"	"isosceles right triangle"	false
accept	037e81	b.i	"$21.6\\text{ m}$"	"$24\\sqrt{3}-20\\text{ m}$"	true
accept	09e932	b.i	"Yes, it is a function"	"Function"	true
accept	0ab945	b.axis	"$x=3$"	"$t=3$"	true
accept	0ab945	c.i	"$t=5$"	"$5$ seconds"	true
accept	0ab945	d.composite	"$-(t-3)^2+4$"	"$gf(t)=-(t-3)^2+4$"	true
accept	0ab945	d.composite	"$-t^2+6t-5$"	"$gf(t)=-(t-3)^2+4$"	true
accept	1007ef	a.i	"$f^{-1}(x) = \\frac{x-5}{3}$"	"$y = \\frac{1}{3}x - \\frac{5}{3}$"	true
accept	220c3b	a.i	"$\\pm 0.05\\text{ m}$"	"$0.05\\text{ m}$"	false
accept	266546	d.comparison	"No."	"No"	true
accept	26b3b0	a.i	"$30$"	"$30$"	true
accept	26b3b0	a.i	"30"	"$30$"	true
accept	26b3ba	a.i	"$\\begin{pmatrix}8\\\\2\\end{pmatrix}$"	"$\\begin{pmatrix}8\\\\2\\end{pmatrix}$"	true
accept	26b3ce	a.i	"$55°$"	"$55°$"	true
accept	26b3ce	a.i	"55°"	"$55°$"	true
accept	26b3d8	a.i	"4"	"$4$"	true
accept	26b3e2	a.i	"13 cubic metres"	"13 cubic metres"	true
accept	26b3ec	a.i	"$2$"	"$2$"	true
accept	26b3ec	a.i	"2"	"$2$"	true
accept	26b3f6	a.i	"\\$216"	"\\$216"	true
accept	26b400	a.i	"$4$"	"$4$"	true
accept	26b400	a.i	"4"	"$4$"	true
accept	26b411	a.i	"$116°$"	"$116°$"	true
accept	26b411	a.i	"116°"	"$116°$"	true
accept	26b41b	a.i	"$4.62\\text{ L}$"	"$4.62\\text{ L}$"	true
accept	26b472	a.i	"$y=2x-3$"	"$y=2x-3$"	true
accept	26b486	a.i	"75°"	"75°"	true
accept	26b490	a.i	"28 households"	"28 households"	true
accept	26b49a	a.i	"$5$"	"$5$"	true
accept	26b49a	a.i	"5"	"$5$"	true
accept	26b4a4	a.i	"$16$"	"$16$"	true
accept	26b4a4	a.i	"16"	"$16$"	true
accept	26b4ae	a.i	"\\$24"	"\\$24"	true
accept	26b4b8	a.i	"$179\\text{ L}$"	"$179\\text{ L}$"	true
accept	26b4d6	a.i	"$-2$"	"$-2$"	true
accept	26b4d6	a.i	"-2"	"$-2$"	true
accept	2ee7b5	d.i	"identity matrix of order 2"	"$I_2$"	false
accept	2ee7b5	d.i	"the identity matrix"	"$I_2$"	false
accept	2ee7b5	d.iii	"is consistent"	"agrees"	false
accept	411355	a.i	"$\\sqrt{50}$ cm"	"$5\\sqrt{2}$ cm"	true
accept	45e806	c.median_class	"20–29"	"$20-29$"	true
accept	45e806	c.modal_class	"20–29"	"$20-29$"	true
accept	486413	a.i	"East section"	"East"	true
accept	486413	a.i	"the East section"	"East"	true
accept	486413	b.i	"Hill section"	"Hill"	true
accept	486413	b.i	"the Hill section"	"Hill"	true
accept	48641b	d.verdict	"Correct"	"Yes"	false
accept	48641b	d.verdict	"The customer is correct"	"Yes"	false
accept	49ffd1	a.i	"$10$"	"$10$"	true
accept	49ffd1	a.i	"10"	"$10$"	true
accept	4a0001	a.i	"$20 \\le x < 30$"	"$20 \\le x < 30$"	true
accept	4a000b	a.i	"$10$"	"$10$"	true
accept	4a000b	a.i	"10"	"$10$"	true
accept	4a0015	a.i	"$(0,-3)$"	"$(0,-3)$"	true
accept	4a001f	a.i	"$4 - 3x < 10$"	"$4 - 3x < 10$"	true
accept	4a0029	a.i	"$315°$"	"$315°$"	true
accept	4a0029	a.i	"315°"	"$315°$"	true
accept	4a0033	a.i	"$n((A \\cup B)') = 39$"	"$n((A \\cup B)') = 39$"	true
accept	4a0051	a.i	"\\$60"	"\\$60"	true
accept	4a005b	a.i	"90 km"	"$90$ km"	true
accept	4a00ab	a.i	"Solid dots at $5$ and $6$ only"	"Solid dots at $5$ and $6$ only"	true
accept	4a00b5	a.i	"$62°$"	"$62°$"	true
accept	4a00b5	a.i	"62°"	"$62°$"	true
accept	4a00bf	a.i	"$95$, which is a composite number"	"$95$, which is a composite number"	true
accept	4a00c9	a.i	"\\$20"	"\\$20"	true
accept	4a00d3	a.i	"$\\frac{1800}{17}$ m/min"	"$\\frac{1800}{17}$ m/min"	true
accept	4a0120	a.i	"$(-5, 2)$"	"$(-5, 2)$"	true
accept	4a012a	a.i	"$6$ bags of compost"	"$6$ bags of compost"	true
accept	4a012a	a.i	"6 bags of compost"	"$6$ bags of compost"	true
accept	4a0134	a.i	"$52°$"	"$52°$"	true
accept	4a0134	a.i	"52°"	"$52°$"	true
accept	4a013e	a.i	"17 vendors"	"17 vendors"	true
accept	4a013e	a.i	"17"	"17 vendors"	true
accept	4a0148	a.i	"$2 \\le x \\le 7$"	"$2 \\le x \\le 7$"	true
accept	4a0152	a.i	"An open circle at $2$ and a closed circle at $6$, with the section between them shaded."	"An open circle at $2$ and a closed circle at $6$, with the section between them shaded."	true
accept	4a015c	a.i	"$70°$"	"$70°$"	true
accept	4a015c	a.i	"70°"	"$70°$"	true
accept	4a0170	a.i	"$12.5\\%$"	"$12.5\\%$"	true
accept	4a0170	a.i	"12.5%"	"$12.5\\%$"	true
accept	4a017a	a.i	"$24\\text{ km/h}$"	"$24\\text{ km/h}$"	true
accept	4a017a	a.i	"24 km/h"	"$24\\text{ km/h}$"	true
accept	5907dc	a.i	"25 kg"	"25 kg"	true
accept	5907e6	a.i	"$\\begin{pmatrix}-3\\\\-8\\end{pmatrix}$"	"$\\begin{pmatrix}-3\\\\-8\\end{pmatrix}$"	true
accept	5907f0	a.i	"$B=-\\frac{9}{2}x+18$"	"$B=-\\frac{9}{2}x+18$"	true
accept	5907fa	a.i	"$17$"	"$17$"	true
accept	5907fa	a.i	"17"	"$17$"	true
accept	590804	a.i	"$20\\text{ cm}$"	"$20\\text{ cm}$"	true
accept	59080e	a.i	"13"	"13"	true
accept	590818	a.i	"18 bags"	"18 bags"	true
accept	590822	a.i	"$R$"	"$R$"	true
accept	59082c	a.i	"\\$24"	"\\$24"	true
accept	590872	a.i	"The two data sets have the same range."	"The two data sets have the same range."	true
accept	590883	a.i	"$\\begin{pmatrix}-4\\\\6\\end{pmatrix}$"	"$\\begin{pmatrix}-4\\\\6\\end{pmatrix}$"	true
accept	59088d	a.i	"$x < 3$"	"$x < 3$"	true
accept	590897	a.i	"$22°$"	"$22°$"	true
accept	590897	a.i	"22°"	"$22°$"	true
accept	5908a1	a.i	"$3x - 1 \\le 5$"	"$3x - 1 \\le 5$"	true
accept	5de145	a.i	"$y \\geq -x+2$"	"$y \\geq -x+2$"	true
accept	5de14f	a.i	"$55°$"	"$55°$"	true
accept	5de14f	a.i	"55°"	"$55°$"	true
accept	5de163	a.i	"\\$405"	"\\$405"	true
accept	5de16d	a.i	"750 m"	"750 m"	true
accept	5de1bd	a.i	"11 farmers"	"11 farmers"	true
accept	5de1d1	a.i	"$y=-x+6$"	"$y=-x+6$"	true
accept	5de1db	a.i	"$(3, 1)$"	"$(3, 1)$"	true
accept	5de1e5	a.i	"$62°$"	"$62°$"	true
accept	5de1e5	a.i	"62°"	"$62°$"	true
accept	5de1ef	a.i	"$-3$"	"$-3$"	true
accept	5de200	a.i	"\\$2 754"	"\\$2 754"	true
accept	5de20a	a.i	"$15\\,000\\text{ cm}^3$"	"$15\\,000\\text{ cm}^3$"	true
accept	6a51ef	c.plan	"B"	"Plan B"	true
accept	6a5256	c.i	"$1:2$"	"1:2"	true
accept	6a5256	c.i	"1 to 2"	"1:2"	false
accept	6a5278	a.i	"x^{2}+1"	"x^2+1"	true
accept	6a5278	c.ii	"cannot be"	"cannot"	true
accept	6a52b3	d.ii	"a parallelogram"	"parallelogram"	true
accept	6a52bb	c.i	"statistic"	"sample statistic"	true
accept	6a52bb	c.ii	"parameter"	"population parameter"	true
accept	6a52bb	c.iii	"estimation"	"estimate"	false
accept	6a52bb	d.i	"does not support the claim"	"No"	false
accept	6a52bb	d.i	"not supported"	"No"	false
accept	76425d	a.i	"3"	"Figure 3"	true
accept	76425d	a.i	"Card 3"	"Figure 3"	false
accept	797bb6	a.i	"length $9$ m and width $5$ m"	"$9\\text{ m},\\ 5\\text{ m}$"	false
accept	797bb6	b.i	"$1(x+7)^2-4$"	"$(x+7)^2-4$"	true
accept	797bb6	c.i	"$-15,\\ 1$"	"$1,\\ -15$"	false
accept	797bbe	d.ii	"appropriate"	"suitable"	false
accept	797bbe	d.iii	"higher"	"greater"	false
accept	797bbe	d.iii	"more"	"greater"	false
accept	797bda	c.composite	"$x^2-6x$"	"$(x-3)^2-9$"	true
accept	797bf4	c.congruency	"the same size and shape"	"congruent"	false
accept	797bf4	c.orientation	"changed"	"reversed"	false
accept	797bf4	c.orientation	"opposite orientation"	"reversed"	false
accept	797bf4	c.orientation	"opposite"	"reversed"	false
accept	797bf4	c.orientation	"orientation reversed"	"reversed"	true
accept	797c67	d.ii	"No"	"not"	false
accept	797c67	d.ii	"unacceptable"	"not"	false
accept	797c8b	d.verdict	"yes"	"Yes"	true
accept	797c98	d.orientation	"unchanged"	"same"	false
accept	797c98	d.relationship	"congruent triangles"	"congruent"	true
accept	797c98	d.relationship	"identical in shape and size"	"congruent"	false
accept	797cc2	b.ii	"achieves"	"meets"	false
accept	797cc2	b.ii	"satisfies"	"meets"	false
accept	804982	b.i	"(x-1)/2"	"\\frac{x-1}{2}"	true
accept	80498a	d.i	"intersecting"	"not disjoint"	false
accept	80498a	d.i	"overlapping"	"not disjoint"	false
accept	8049b8	c.i	"does not fulfil"	"does not meet"	false
accept	8049b8	c.i	"does not satisfy"	"does not meet"	false
accept	8049c0	c.i	"40° counterclockwise"	"40° anticlockwise"	false
accept	8049c0	d.i	"No, it does not comply"	"No"	true
accept	8049c0	d.i	"No, the turn does not comply"	"No"	true
accept	8049c8	d.reason	"$0.833\\ldots$"	"$\\frac{5}{6}$"	false
accept	8049c8	d.reason	"$0.83\\overline{3}$"	"$\\frac{5}{6}$"	false
accept	8049c8	d.verdict	"No"	"did not"	false
accept	8049da	d.i	"yes"	"Yes"	true
accept	8049f4	d.property	"distributive law"	"distributive"	true
accept	8049f4	d.property	"distributive property"	"distributive"	true
accept	804a04	a.i	"$l=\\frac{g}{4\\pi^2}T^2$"	"$l=\\frac{gT^2}{4\\pi^2}$"	true
accept	804a04	d.decision	"is safe"	"meets"	false
accept	804a04	d.decision	"satisfies the safety requirement"	"meets"	false
accept	804a11	d.ii	"reject"	"rejected"	false
accept	804a29	a.i	"$x^2 - 2x - 8$"	"$x^2-2x-8$"	true
accept	804a29	b.ii	"$2, 0$"	"$0, 2$"	false
accept	804a29	c.axis	"$x = 1$"	"$x=1$"	true
accept	804a31	b.notation	"$C' \\cap P'$"	"$P' \\cap C'$"	true
accept	804a31	d.verdict	"No, insufficient vouchers"	"No"	true
accept	804a31	d.verdict	"No, there are not enough vouchers"	"No"	true
accept	804a39	a.i	"$n(2n + 3)$"	"n(2n+3)"	true
accept	804a64	c.ii	"break-even"	"no profit or loss"	false
accept	804a64	c.ii	"neither a profit nor a loss"	"no profit or loss"	false
accept	804a74	c.verdict	"yes"	"Yes"	true
accept	804a7c	c.i	"enough"	"sufficient"	false
accept	804a99	d.i	"No"	"not"	false
accept	804a99	d.i	"insufficient"	"not"	false
accept	804a99	d.i	"no"	"not"	false
accept	804aa6	c.i	"distributive law"	"Distributive property"	false
accept	804aa6	c.i	"multiplication is distributive over addition"	"Distributive property"	false
accept	804aae	b.i	"15/50"	"\\frac{3}{10}"	true
accept	804ab6	a.i	"{Red, Blue, Green}"	"$\\{R, B, G\\}$"	false
accept	804ab6	a.i	"{red, blue, green}"	"$\\{R, B, G\\}$"	false
accept	804ab6	b.i	"\\frac{3}{6}"	"\\frac{1}{2}"	true
accept	804ada	b.i	"$l=\\frac{T^2g}{4\\pi^2}$"	"$l=\\frac{gT^2}{4\\pi^2}$"	true
accept	804ada	d.decision	"no"	"No"	true
accept	804af7	a.i	"x^{2}-2x-3"	"x^2-2x-3"	true
accept	804af7	b.axis	"x = 1"	"x=1"	true
accept	804af7	c.i	"3, -1"	"-1, 3"	false
accept	804af7	c.i	"x = -1, x = 3"	"-1, 3"	true
accept	804af7	c.i	"x=-1, x=3"	"-1, 3"	true
accept	804af7	d.i	"2, 0"	"0, 2"	false
accept	804af7	d.i	"x = 0, x = 2"	"0, 2"	true
accept	804af7	d.i	"x=0, x=2"	"0, 2"	true
accept	804b1c	c.i	"$2$ L per hour"	"$2$ litres per hour"	true
accept	804b1c	c.i	"$2\\text{ L/h}$"	"$2$ litres per hour"	true
accept	804b1c	d.i	"$6\\text{ L}$"	"$6$ litres"	true
accept	804b1c	d.ii	"does not have"	"does not contain"	false
accept	804b1c	d.ii	"does not hold"	"does not contain"	false
accept	804b2c	c.i	"\\frac{1}{5}\\begin{pmatrix}3\\\\4\\end{pmatrix}"	"\\begin{pmatrix}\\frac{3}{5}\\\\\\frac{4}{5}\\end{pmatrix}"	false
accept	8210a8	d.i	"Figure 5"	"5"	true
accept	8210b8	a.i	"spherical solid"	"sphere"	false
accept	8210c0	d.reason	"a positive integer"	"positive whole number"	false
accept	8210c0	d.reason	"a positive whole number"	"positive whole number"	true
accept	8210c0	d.reason	"positive integer"	"positive whole number"	false
accept	8210c0	d.set	"\\mathbb{N}"	"N"	true
accept	8210c0	d.set	"natural number"	"N"	false
accept	8210c0	d.set	"natural numbers"	"N"	false
accept	8210c8	a.ii	"a prime number"	"prime"	true
accept	8210e0	d.i	"\\sqrt[3]{270}\\text{ cm}"	"3\\sqrt[3]{10}\\text{ cm}"	true
accept	8210f0	d.verdict	"No, the clinic standard was not met"	"No"	true
accept	8210f0	d.verdict	"Not met"	"No"	false
accept	8210f8	d.carton_sizes	"$12, 8, 6, 4, 3, 2$"	"$2, 3, 4, 6, 8, 12$"	false
accept	8210f8	d.classification	"a composite number"	"composite"	true
accept	821105	b.i	"$x=1$ and $x=5$"	"1, 5"	true
accept	821105	d.population	"population parameter"	"parameter"	true
accept	821105	d.sample	"sample statistic"	"statistic"	true
accept	82110d	a.i	"the radius"	"radius"	true
accept	82110d	b.i	"r=\\left(\\frac{3V}{4\\pi}\\right)^{\\frac{1}{3}}"	"r=\\sqrt[3]{\\frac{3V}{4\\pi}}"	true
accept	82110d	d.ii	"will not"	"not"	true
accept	821115	a.i	"Package B"	"B"	true
accept	821115	d.i	"a profit"	"profit"	true
accept	821132	b.reason	"angle between a tangent and a chord equals the angle in the alternate segment"	"alternate segment theorem"	false
accept	821132	b.reason	"tangent-chord theorem"	"alternate segment theorem"	false
accept	82116c	c.i	"$3$ L per hour"	"$3$ litres per hour"	true
accept	82116c	c.i	"$3\\text{ L/h}$"	"$3$ litres per hour"	true
accept	82119a	a.i	"3p/4 = 360"	"0.75p = 360"	true
accept	82119a	a.i	"75p = 36 000"	"0.75p = 360"	true
accept	82119a	d.i	"natural number set"	"N"	false
accept	82119a	d.i	"natural numbers"	"N"	false
accept	8211a2	b.term	"statistic"	"sample statistic"	true
accept	8211a2	d.axis	"$t=3$"	"t = 3"	true
accept	8211a2	d.roots	"$t=0$ and $t=6$"	"0, 6"	true
accept	8211a2	d.roots	"0 and 6"	"0, 6"	true
accept	8211af	a.i	"$r=\\left(\\frac{3V}{4\\pi}\\right)^{\\frac{1}{3}}$"	"$r=\\sqrt[3]{\\frac{3V}{4\\pi}}$"	true
accept	8211c1	a.i	"r=\\left(\\frac{3V}{4\\pi}\\right)^{\\frac{1}{3}}"	"r = \\sqrt[3]{\\frac{3V}{4\\pi}}"	true
accept	8211c1	c.i	"parallel lines"	"parallel"	true
accept	8211c1	d.i	"a rectangle"	"rectangle"	true
accept	9a3ff5	b.i	"37.5 km h$^{-1}$"	"37.5 km/h"	true
accept	9cc663	a.centre	"$(0,0)$"	"$O(0,0)$"	true
accept	9cc663	a.centre	"the origin"	"$O(0,0)$"	false
accept	9cc663	a.type	"an enlargement"	"enlargement"	true
accept	9cc663	c.i	"$(12\\pi-9\\sqrt{3})\\text{ square units}$"	"$12\\pi-9\\sqrt{3}\\text{ square units}$"	true
accept	9cc675	c.iii	"accept the offer"	"accept"	true
accept	9cc675	c.iii	"sell"	"accept"	false
accept	9cc685	d.i	"No, the rail is too short"	"No"	true
accept	9cc685	d.i	"no"	"No"	true
accept	9cc68d	d.decision	"No"	"No"	true
accept	9cc6b9	a.i	"$\\frac{3}{4}x$"	"$\\frac{3x}{4}$"	true
accept	9cc6c1	d.i	"I_2"	"I"	false
accept	9cc6c1	d.i	"the identity matrix"	"I"	false
accept	9cc6c9	c.ii	"B"	"Bank B"	true
accept	9cc6de	c.ii	"Rohan, because his semi-interquartile range is smaller"	"Rohan"	true
accept	9cc6e6	c.i	"$x \\in (2,4)$"	"$2<x<4$"	false
accept	9cc703	c.i	"$\\begin{pmatrix}\\frac{2}{5} & -\\frac{1}{5} \\\\ -\\frac{1}{5} & \\frac{3}{5}\\end{pmatrix}$"	"$\\frac{1}{5}\\begin{pmatrix}2 & -1 \\\\ -1 & 3\\end{pmatrix}$"	false
accept	9e8767	a.i	"$\\left(\\frac{3V}{4\\pi}\\right)^{\\frac13}$"	"$\\sqrt[3]{\\frac{3V}{4\\pi}}$"	true
accept	9e878b	c.ii	"alternate segment theorem"	"angle in the alternate segment theorem"	true
accept	9e878b	c.ii	"the tangent-chord theorem"	"angle in the alternate segment theorem"	false
accept	9e87ad	b.i	"7n + 7"	"T_n = 7n + 7"	true
accept	9e87ad	b.i	"T_n=7n+7"	"T_n = 7n + 7"	true
accept	9e87ad	c.classification	"composite number"	"composite"	true
accept	9e87b5	c.population_attribute	"parameter"	"population parameter"	true
accept	9e87b5	c.sample_attribute	"statistic"	"sample statistic"	true
accept	9e87b5	d.i	"$x=1$ and $x=5$"	"1, 5"	true
accept	9e87bd	c.type	"obtuse angle"	"obtuse"	true
accept	9e87e7	c.i	"a parallelogram"	"parallelogram"	true
accept	9e87ef	a.i	"M^2-2M=P"	"P=M^2-2M"	true
accept	9e87f7	d.year	"the year 2025"	"2025"	true
accept	9e881d	b.ii	"$x=4$"	"x = 4"	true
accept	9e881d	d.i	"statistic"	"sample statistic"	true
accept	9e881d	d.ii	"parameter"	"population parameter"	true
accept	9e8825	d.verdict	"no"	"No"	true
accept	9e888a	c.i	"$\\sqrt[3]{\\frac{3x}{4\\pi}}$"	"$\\left(\\frac{3x}{4\\pi}\\right)^{1/3}$"	true
accept	9e889a	d.ii	"is able to"	"can"	false
accept	9e88a2	b.ii	"sample statistic"	"statistic"	true
accept	9e88a2	c.i	"the population"	"population"	true
accept	9e88c1	d.roots	"4, 2"	"2, 4"	false
accept	9e88ce	d.type	"acute angle"	"acute"	true
accept	9e88e3	c.decision	"meets the requirement"	"meets"	true
accept	9e88e3	c.decision	"satisfies the requirement"	"meets"	false
accept	9e88f0	a.ii	"alternate segment theorem"	"angle in the alternate segment"	false
accept	9e88f0	a.ii	"the angle between a tangent and a chord equals the angle in the alternate segment"	"angle in the alternate segment"	true
accept	9e8915	c.ii	"more than"	"greater than"	false
accept	9e891d	c.ii	"a profit"	"profit"	true
accept	9e8925	b.i	"$P=M(M-2)$"	"P=M^2-2M"	true
accept	9e8932	c.i	"C = 11 + 7n"	"C=7n+11"	true
accept	9e893a	a.i	"r=\\left(\\frac{3V}{4\\pi}\\right)^{\\frac{1}{3}}"	"r=\\sqrt[3]{\\frac{3V}{4\\pi}}"	true
accept	9e893a	c.ii	"can"	"will"	false
accept	9e893a	c.iii	"<"	"less than"	false
accept	9e893a	c.iii	"smaller than"	"less than"	false
accept	9e894a	d.midpoint	"not"	"not"	true
accept	9e8957	d.i	"sample mean"	"sample statistic"	false
accept	9e8957	d.i	"statistic"	"sample statistic"	true
accept	9e8957	d.ii	"parameter"	"population parameter"	true
accept	9e8957	d.ii	"population mean"	"population parameter"	false
accept	9e8957	d.iii	"representative of the population"	"representative"	true
accept	9e8957	d.iii	"typical"	"representative"	false
accept	9e895f	c.i	"$x=3$"	"x = 3"	true
accept	9e8967	c.i	"Yes, because 95 bottles exceeds the estimated 90 bottles"	"Yes"	false
accept	9e8974	b.i	"$M=1+3n$"	"M = 3n + 1"	true
accept	9e898e	a.i	"a sphere"	"sphere"	true
accept	9e898e	b.i	"\\sqrt[3]{\\frac{3V}{4\\pi}}"	"r=\\sqrt[3]{\\frac{3V}{4\\pi}}"	true
accept	a9f4c8	d.iii	"is able to"	"can"	false
accept	a9f4d0	d.ii	"same"	"the same"	true
accept	a9f4d0	d.ii	"unchanged"	"the same"	false
accept	a9f4d0	d.iii	"non-congruent"	"not congruent"	false
accept	a9f4d0	d.iv	"two times"	"twice"	false
accept	a9f4e0	a.i	"AN"	"$AN$"	true
accept	a9f4e0	c.i	"divides into two equal parts"	"bisects"	false
accept	a9f4e0	d.iii	"insufficient"	"not"	false
accept	a9f4e8	d.ii	"$3x - y = 6$"	"$y = 3x - 6$"	true
accept	a9f505	a.i	"$c+b=-1, c+5b=-25$"	"$b+c=-1, 5b+c=-25$"	true
accept	a9f505	b.i	"$c=5, b=-6$"	"$b=-6, c=5$"	false
accept	a9f505	d.i	"$2$ batches or $4$ batches"	"$x=2,4$"	true
accept	a9f51d	d.i	"No."	"No"	true
accept	a9f52a	b.i	"$30-39$, $40-49$"	"$30-39$ and $40-49$"	true
accept	a9f52a	b.i	"30-39 and 40-49"	"$30-39$ and $40-49$"	true
accept	a9f52a	b.ii	"30-39"	"$30-39$"	true
accept	a9f556	d.decision	"It will not"	"No"	false
accept	a9f556	d.decision	"No, it will not"	"No"	true
accept	a9f570	a.i	"$\\{A,D,K,M,J,N,R,S\\}$"	"$\\{A,D,K,R,S,M,J,N\\}$"	true
accept	a9f570	b.i	"$\\{A,D,K,J,M,N\\}$"	"$\\{A,D,K,M,J,N\\}$"	true
accept	a9f570	c.i	"$\\{\\{A,K\\},\\{A,D\\},\\{D,K\\}\\}$"	"$\\{\\{A,D\\},\\{A,K\\},\\{D,K\\}\\}$"	true
accept	a9f570	c.i	"$\\{\\{D,A\\},\\{K,A\\},\\{K,D\\}\\}$"	"$\\{\\{A,D\\},\\{A,K\\},\\{D,K\\}\\}$"	true
accept	a9f570	d.i	"yes"	"Yes"	true
accept	a9f592	d.iii	"No"	"false"	false
accept	a9f592	d.iii	"incorrect"	"false"	false
accept	a9f592	d.iii	"not true"	"false"	false
accept	a9f59f	d.i	"Similar"	"similar"	true
accept	a9f59f	d.iii	"Congruent"	"congruent"	true
accept	a9f59f	d.v	"same"	"the same"	true
accept	a9f59f	d.v	"unchanged"	"the same"	false
accept	a9f5a7	d.verdict	"YES"	"Yes"	true
accept	a9f5af	d.ii	"four lines of symmetry and rotational symmetry of order four"	"4 lines of symmetry and rotational symmetry of order 4"	false
accept	a9f5bc	d.verdict	"No, Devon is not correct"	"No"	true
accept	b1a58c	c.i	"B, C, A"	"Heat B, Heat C, Heat A"	false
accept	b1a5d9	d.centre	"$O$"	"the origin"	false
accept	b1a5d9	d.centre	"centre $O$"	"the origin"	false
accept	b1a5d9	d.centre	"origin $(0,0)$"	"the origin"	false
